Time,Data1,Data2,Data3
2021-3-4-0-12-15,32,86,35
2021-3-4-0-12-16,30,85,34
2021-3-4-0-12-17,27,86,32
2021-3-4-0-12-18,28,88,32
2021-3-4-0-12-19,29,88,33
2021-3-4-0-12-20,28,87,36
2021-3-4-0-12-21,26,86,33
2021-3-4-0-12-22,26,83,35
2021-3-4-0-12-23,29,80,34
2021-3-4-0-12-24,32,77,34
2021-3-4-0-12-25,29,77,35
2021-3-4-0-12-26,28,78,34
2021-3-4-0-12-27,31,76,34
2021-3-4-0-12-28,31,76,37
2021-3-4-0-12-29,32,75,38
2021-3-4-0-12-30,33,77,36
2021-3-4-0-12-31,32,76,35
2021-3-4-0-12-32,30,78,37
2021-3-4-0-12-33,30,76,40
2021-3-4-0-12-34,28,77,40
2021-3-4-0-12-35,25,74,38
2021-3-4-0-12-36,27,76,41
2021-3-4-0-12-37,24,73,40
2021-3-4-0-12-38,22,75,41
2021-3-4-0-12-39,23,74,41
2021-3-4-0-12-40,22,76,38
2021-3-4-0-12-41,23,73,41
2021-3-4-0-12-42,23,71,40
2021-3-4-0-12-43,22,69,41
2021-3-4-0-12-44,23,72,38
2021-3-4-0-12-45,24,75,40
2021-3-4-0-12-46,26,78,38
2021-3-4-0-12-47,28,75,40
2021-3-4-0-12-48,31,78,37
2021-3-4-0-12-49,32,77,36
2021-3-4-0-12-50,34,75,38
2021-3-4-0-12-51,32,76,35
2021-3-4-0-12-52,34,76,34
2021-3-4-0-12-53,31,74,34
2021-3-4-0-12-54,33,71,37
2021-3-4-0-12-55,36,71,38
2021-3-4-0-12-56,37,71,35
2021-3-4-0-12-57,34,71,36
2021-3-4-0-12-58,37,72,35
2021-3-4-0-12-59,39,70,34
2021-3-4-0-13-0,38,70,37
2021-3-4-0-13-1,41,72,35
2021-3-4-0-13-2,38,71,36
2021-3-4-0-13-3,35,68,37
2021-3-4-0-13-4,32,70,36
2021-3-4-0-13-5,34,71,39
2021-3-4-0-13-6,32,69,39
2021-3-4-0-13-7,34,66,36
2021-3-4-0-13-8,36,63,33
2021-3-4-0-13-9,35,65,33
2021-3-4-0-13-10,33,65,34
2021-3-4-0-13-11,33,64,32
2021-3-4-0-13-12,34,61,35
2021-3-4-0-13-13,35,58,38
2021-3-4-0-13-14,38,61,36
2021-3-4-0-13-15,37,60,34
2021-3-4-0-13-16,36,62,36
2021-3-4-0-13-17,33,59,37
2021-3-4-0-13-18,34,58,36
2021-3-4-0-13-19,31,61,33
2021-3-4-0-13-20,31,61,30
2021-3-4-0-13-21,29,63,27
2021-3-4-0-13-22,26,63,30
2021-3-4-0-13-23,28,66,33
2021-3-4-0-13-24,29,69,33
2021-3-4-0-13-25,27,70,34
2021-3-4-0-13-26,30,71,31
2021-3-4-0-13-27,31,69,29
2021-3-4-0-13-28,34,72,26
2021-3-4-0-13-29,35,75,24
2021-3-4-0-13-30,36,78,26
2021-3-4-0-13-31,37,81,24
2021-3-4-0-13-32,36,79,27
2021-3-4-0-13-33,33,76,30
2021-3-4-0-13-34,35,75,32
2021-3-4-0-13-35,33,73,29
2021-3-4-0-13-36,36,75,31
2021-3-4-0-13-37,37,77,28
2021-3-4-0-13-38,40,76,28
2021-3-4-0-13-39,39,79,29
2021-3-4-0-13-40,40,78,31
2021-3-4-0-13-41,38,80,33
2021-3-4-0-13-42,35,77,33
2021-3-4-0-13-43,33,74,30
2021-3-4-0-13-44,32,73,27
2021-3-4-0-13-45,33,70,25
2021-3-4-0-13-46,34,71,22
2021-3-4-0-13-47,32,72,23
2021-3-4-0-13-48,34,69,20
2021-3-4-0-13-49,32,70,18
2021-3-4-0-13-50,30,71,21
2021-3-4-0-13-51,27,70,21
2021-3-4-0-13-52,24,69,18
2021-3-4-0-13-53,22,71,19
2021-3-4-0-13-54,22,69,19
2021-3-4-0-13-55,24,68,19
2021-3-4-0-13-56,23,66,17
2021-3-4-0-13-57,26,69,16
2021-3-4-0-13-58,27,68,14
2021-3-4-0-13-59,27,68,16
2021-3-4-0-14-0,29,65,19
2021-3-4-0-14-1,28,66,17
2021-3-4-0-14-2,25,66,20
2021-3-4-0-14-3,22,65,21
2021-3-4-0-14-4,22,68,18
2021-3-4-0-14-5,21,68,20
2021-3-4-0-14-6,18,71,19
2021-3-4-0-14-7,15,69,22
2021-3-4-0-14-8,13,69,25
2021-3-4-0-14-9,14,66,25
2021-3-4-0-14-10,15,65,25
2021-3-4-0-14-11,13,63,24
2021-3-4-0-14-12,10,62,21
2021-3-4-0-14-13,9,59,22
2021-3-4-0-14-14,10,58,21
2021-3-4-0-14-15,11,57,23
2021-3-4-0-14-16,9,57,25
2021-3-4-0-14-17,10,58,25
2021-3-4-0-14-18,8,60,26
2021-3-4-0-14-19,5,58,29
2021-3-4-0-14-20,2,60,31
2021-3-4-0-14-21,1,63,30
2021-3-4-0-14-22,0,60,31
2021-3-4-0-14-23,3,59,31
2021-3-4-0-14-24,4,60,31
2021-3-4-0-14-25,7,58,28
2021-3-4-0-14-26,8,58,28
2021-3-4-0-14-27,11,60,29
2021-3-4-0-14-28,10,63,28
2021-3-4-0-14-29,9,60,29
2021-3-4-0-14-30,10,62,29
2021-3-4-0-14-31,7,59,31
2021-3-4-0-14-32,4,62,31
2021-3-4-0-14-33,5,62,32
2021-3-4-0-14-34,6,63,35
2021-3-4-0-14-35,3,63,34
2021-3-4-0-14-36,2,60,33
2021-3-4-0-14-37,2,58,31
2021-3-4-0-14-38,2,57,30
2021-3-4-0-14-39,4,60,30
2021-3-4-0-14-40,6,62,28
2021-3-4-0-14-41,7,60,28
2021-3-4-0-14-42,4,59,31
2021-3-4-0-14-43,4,62,32
2021-3-4-0-14-44,7,64,29
2021-3-4-0-14-45,8,65,30
2021-3-4-0-14-46,8,64,29
2021-3-4-0-14-47,9,61,31
2021-3-4-0-14-48,6,64,33
2021-3-4-0-14-49,6,67,36
2021-3-4-0-14-50,7,65,34
2021-3-4-0-14-51,6,64,37
2021-3-4-0-14-52,6,62,36
2021-3-4-0-14-53,5,63,38
2021-3-4-0-14-54,5,63,38
2021-3-4-0-14-55,5,60,38
2021-3-4-0-14-56,4,57,39
2021-3-4-0-14-57,2,56,38
2021-3-4-0-14-58,3,55,39
2021-3-4-0-14-59,4,58,38
2021-3-4-0-15-0,1,60,35
2021-3-4-0-15-1,2,59,37
2021-3-4-0-15-2,4,59,35
2021-3-4-0-15-3,5,56,34
2021-3-4-0-15-4,2,53,35
2021-3-4-0-15-5,0,55,34
2021-3-4-0-15-6,2,52,34
2021-3-4-0-15-7,1,54,37
2021-3-4-0-15-8,3,53,34
2021-3-4-0-15-9,0,50,36
2021-3-4-0-15-10,1,49,37
2021-3-4-0-15-11,1,46,35
2021-3-4-0-15-12,2,43,33
2021-3-4-0-15-13,2,44,31
2021-3-4-0-15-14,0,45,34
2021-3-4-0-15-15,2,43,32
2021-3-4-0-15-16,0,45,33
2021-3-4-0-15-17,1,48,31
2021-3-4-0-15-18,0,50,32
2021-3-4-0-15-19,3,48,30
2021-3-4-0-15-20,2,45,31
2021-3-4-0-15-21,5,43,34
2021-3-4-0-15-22,3,40,31
2021-3-4-0-15-23,2,43,33
2021-3-4-0-15-24,5,46,36
2021-3-4-0-15-25,6,45,33
2021-3-4-0-15-26,5,43,34
2021-3-4-0-15-27,2,41,31
2021-3-4-0-15-28,3,41,28
2021-3-4-0-15-29,0,43,25
2021-3-4-0-15-30,1,40,27
2021-3-4-0-15-31,0,39,25
2021-3-4-0-15-32,1,38,26
2021-3-4-0-15-33,0,40,25
2021-3-4-0-15-34,1,39,22
2021-3-4-0-15-35,1,36,19
2021-3-4-0-15-36,1,35,22
2021-3-4-0-15-37,2,36,20
2021-3-4-0-15-38,2,35,17
2021-3-4-0-15-39,4,36,16
2021-3-4-0-15-40,2,38,19
2021-3-4-0-15-41,1,36,22
2021-3-4-0-15-42,0,34,23
2021-3-4-0-15-43,1,36,24
2021-3-4-0-15-44,2,34,23
2021-3-4-0-15-45,3,35,20
2021-3-4-0-15-46,0,34,17
2021-3-4-0-15-47,2,36,18
2021-3-4-0-15-48,4,33,19
2021-3-4-0-15-49,6,36,20
2021-3-4-0-15-50,6,37,18
2021-3-4-0-15-51,9,36,20
2021-3-4-0-15-52,8,34,20
2021-3-4-0-15-53,6,34,19
2021-3-4-0-15-54,8,33,21
2021-3-4-0-15-55,6,32,21
2021-3-4-0-15-56,4,33,18
2021-3-4-0-15-57,5,36,19
2021-3-4-0-15-58,4,36,18
2021-3-4-0-15-59,6,35,21
2021-3-4-0-16-0,9,37,20
2021-3-4-0-16-1,11,34,22
2021-3-4-0-16-2,10,32,20
2021-3-4-0-16-3,13,35,20
2021-3-4-0-16-4,16,34,22
2021-3-4-0-16-5,19,35,20
2021-3-4-0-16-6,20,33,20
2021-3-4-0-16-7,21,30,22
2021-3-4-0-16-8,23,33,24
2021-3-4-0-16-9,22,32,25
2021-3-4-0-16-10,21,34,25
2021-3-4-0-16-11,23,37,23
2021-3-4-0-16-12,22,38,24
2021-3-4-0-16-13,22,36,21
2021-3-4-0-16-14,22,38,24
2021-3-4-0-16-15,19,38,25
2021-3-4-0-16-16,18,40,28
2021-3-4-0-16-17,16,42,31
2021-3-4-0-16-18,16,41,30
2021-3-4-0-16-19,17,42,32
2021-3-4-0-16-20,19,41,33
2021-3-4-0-16-21,17,38,34
2021-3-4-0-16-22,19,38,36
2021-3-4-0-16-23,18,36,34
2021-3-4-0-16-24,17,37,36
2021-3-4-0-16-25,14,36,36
2021-3-4-0-16-26,14,35,34
2021-3-4-0-16-27,11,37,36
2021-3-4-0-16-28,13,39,37
2021-3-4-0-16-29,10,40,38
2021-3-4-0-16-30,12,42,35
2021-3-4-0-16-31,13,43,34
2021-3-4-0-16-32,11,41,36
2021-3-4-0-16-33,11,40,36
2021-3-4-0-16-34,8,38,33
2021-3-4-0-16-35,7,35,31
2021-3-4-0-16-36,9,37,29
2021-3-4-0-16-37,10,40,30
2021-3-4-0-16-38,13,41,30
2021-3-4-0-16-39,11,43,33
2021-3-4-0-16-40,11,45,30
2021-3-4-0-16-41,10,47,29
2021-3-4-0-16-42,13,45,32
2021-3-4-0-16-43,13,44,31
2021-3-4-0-16-44,12,45,32
2021-3-4-0-16-45,13,46,29
2021-3-4-0-16-46,13,44,27
2021-3-4-0-16-47,11,44,28
2021-3-4-0-16-48,8,42,29
2021-3-4-0-16-49,11,43,32
2021-3-4-0-16-50,8,42,29
2021-3-4-0-16-51,6,43,28
2021-3-4-0-16-52,5,45,28
2021-3-4-0-16-53,4,43,30
2021-3-4-0-16-54,5,46,29
2021-3-4-0-16-55,3,46,28
2021-3-4-0-16-56,2,47,27
2021-3-4-0-16-57,0,48,28
2021-3-4-0-16-58,2,51,29
2021-3-4-0-16-59,2,51,28
2021-3-4-0-17-0,4,54,27
2021-3-4-0-17-1,5,53,28
2021-3-4-0-17-2,3,56,31
2021-3-4-0-17-3,0,56,34
2021-3-4-0-17-4,1,59,37
2021-3-4-0-17-5,0,61,36
2021-3-4-0-17-6,2,60,36
2021-3-4-0-17-7,4,63,35
2021-3-4-0-17-8,3,64,34
2021-3-4-0-17-9,4,65,31
2021-3-4-0-17-10,3,68,33
2021-3-4-0-17-11,2,67,35
2021-3-4-0-17-12,0,67,37
2021-3-4-0-17-13,3,68,37
2021-3-4-0-17-14,4,68,38
2021-3-4-0-17-15,3,66,40
2021-3-4-0-17-16,3,66,40
2021-3-4-0-17-17,6,68,38
2021-3-4-0-17-18,8,69,38
2021-3-4-0-17-19,5,66,41
2021-3-4-0-17-20,3,68,40
2021-3-4-0-17-21,6,66,41
2021-3-4-0-17-22,7,65,43
2021-3-4-0-17-23,7,67,46
2021-3-4-0-17-24,6,68,48
2021-3-4-0-17-25,3,69,47
2021-3-4-0-17-26,6,72,45
2021-3-4-0-17-27,3,73,42
2021-3-4-0-17-28,5,72,42
2021-3-4-0-17-29,6,74,45
2021-3-4-0-17-30,6,75,42
2021-3-4-0-17-31,5,74,43
2021-3-4-0-17-32,5,72,46
2021-3-4-0-17-33,8,69,49
2021-3-4-0-17-34,10,70,49
2021-3-4-0-17-35,9,67,47
2021-3-4-0-17-36,10,65,46
2021-3-4-0-17-37,13,68,43
2021-3-4-0-17-38,11,68,45
2021-3-4-0-17-39,10,71,42
2021-3-4-0-17-40,11,69,42
2021-3-4-0-17-41,9,66,44
2021-3-4-0-17-42,8,66,45
2021-3-4-0-17-43,5,66,47
2021-3-4-0-17-44,4,69,46
2021-3-4-0-17-45,6,69,49
2021-3-4-0-17-46,4,67,50
2021-3-4-0-17-47,2,65,49
2021-3-4-0-17-48,5,63,49
2021-3-4-0-17-49,4,65,52
2021-3-4-0-17-50,7,66,49
2021-3-4-0-17-51,10,69,49
2021-3-4-0-17-52,12,68,49
2021-3-4-0-17-53,12,67,51
2021-3-4-0-17-54,14,65,48
2021-3-4-0-17-55,11,62,50
2021-3-4-0-17-56,8,63,50
2021-3-4-0-17-57,5,66,47
2021-3-4-0-17-58,7,66,45
2021-3-4-0-17-59,8,67,43
2021-3-4-0-18-0,5,70,40
2021-3-4-0-18-1,6,72,43
2021-3-4-0-18-2,5,71,45
2021-3-4-0-18-3,4,73,48
2021-3-4-0-18-4,6,73,50
2021-3-4-0-18-5,6,76,50
2021-3-4-0-18-6,3,79,53
2021-3-4-0-18-7,5,77,53
2021-3-4-0-18-8,8,74,53
2021-3-4-0-18-9,9,71,50
2021-3-4-0-18-10,9,69,52
2021-3-4-0-18-11,8,72,52
2021-3-4-0-18-12,9,70,53
2021-3-4-0-18-13,12,73,51
2021-3-4-0-18-14,14,75,48
2021-3-4-0-18-15,11,75,47
2021-3-4-0-18-16,14,75,50
2021-3-4-0-18-17,14,73,47
2021-3-4-0-18-18,14,70,45
2021-3-4-0-18-19,15,73,46
2021-3-4-0-18-20,15,72,44
2021-3-4-0-18-21,16,72,44
2021-3-4-0-18-22,19,70,44
2021-3-4-0-18-23,17,70,45
2021-3-4-0-18-24,14,67,46
2021-3-4-0-18-25,16,64,43
2021-3-4-0-18-26,14,61,45
2021-3-4-0-18-27,13,61,42
2021-3-4-0-18-28,13,58,40
2021-3-4-0-18-29,10,60,40
2021-3-4-0-18-30,8,58,43
2021-3-4-0-18-31,5,60,42
2021-3-4-0-18-32,5,63,45
2021-3-4-0-18-33,8,62,48
2021-3-4-0-18-34,9,59,46
2021-3-4-0-18-35,11,58,43
2021-3-4-0-18-36,13,61,45
2021-3-4-0-18-37,14,63,45
2021-3-4-0-18-38,14,61,45
2021-3-4-0-18-39,13,61,43
2021-3-4-0-18-40,16,60,41
2021-3-4-0-18-41,13,61,40
2021-3-4-0-18-42,13,58,38
2021-3-4-0-18-43,15,59,36
2021-3-4-0-18-44,13,56,33
2021-3-4-0-18-45,13,54,33
2021-3-4-0-18-46,14,52,33
2021-3-4-0-18-47,17,50,31
2021-3-4-0-18-48,17,53,34
2021-3-4-0-18-49,16,53,34
2021-3-4-0-18-50,13,54,35
2021-3-4-0-18-51,14,51,33
2021-3-4-0-18-52,16,52,32
2021-3-4-0-18-53,14,53,33
2021-3-4-0-18-54,15,51,31
2021-3-4-0-18-55,17,48,30
2021-3-4-0-18-56,20,48,30
2021-3-4-0-18-57,19,47,29
2021-3-4-0-18-58,22,47,29
2021-3-4-0-18-59,22,45,30
2021-3-4-0-19-0,24,47,32
2021-3-4-0-19-1,26,50,33
2021-3-4-0-19-2,23,50,35
2021-3-4-0-19-3,20,53,32
2021-3-4-0-19-4,18,55,33
2021-3-4-0-19-5,15,58,35
2021-3-4-0-19-6,15,56,35
2021-3-4-0-19-7,17,54,35
2021-3-4-0-19-8,14,51,35
2021-3-4-0-19-9,13,49,35
2021-3-4-0-19-10,12,52,35
2021-3-4-0-19-11,10,54,32
2021-3-4-0-19-12,12,52,34
2021-3-4-0-19-13,12,55,32
2021-3-4-0-19-14,14,52,31
2021-3-4-0-19-15,16,53,29
2021-3-4-0-19-16,19,51,32
2021-3-4-0-19-17,20,49,29
2021-3-4-0-19-18,22,50,28
2021-3-4-0-19-19,21,49,28
2021-3-4-0-19-20,19,49,30
2021-3-4-0-19-21,20,51,28
2021-3-4-0-19-22,19,48,29
2021-3-4-0-19-23,20,45,27
2021-3-4-0-19-24,23,47,29
2021-3-4-0-19-25,24,50,28
2021-3-4-0-19-26,23,48,29
2021-3-4-0-19-27,25,48,31
2021-3-4-0-19-28,27,48,31
2021-3-4-0-19-29,27,48,28
2021-3-4-0-19-30,25,48,28
2021-3-4-0-19-31,24,48,28
2021-3-4-0-19-32,24,46,25
2021-3-4-0-19-33,25,44,28
2021-3-4-0-19-34,27,44,30
2021-3-4-0-19-35,27,41,33
2021-3-4-0-19-36,24,41,33
2021-3-4-0-19-37,21,41,32
2021-3-4-0-19-38,18,43,33
2021-3-4-0-19-39,18,45,32
2021-3-4-0-19-40,19,46,32
2021-3-4-0-19-41,19,43,29
2021-3-4-0-19-42,17,43,28
2021-3-4-0-19-43,19,43,27
2021-3-4-0-19-44,18,46,30
2021-3-4-0-19-45,20,44,29
2021-3-4-0-19-46,21,47,27
2021-3-4-0-19-47,19,47,27
2021-3-4-0-19-48,21,45,25
2021-3-4-0-19-49,24,46,27
2021-3-4-0-19-50,25,48,29
2021-3-4-0-19-51,23,45,32
2021-3-4-0-19-52,26,42,32
2021-3-4-0-19-53,27,39,31
2021-3-4-0-19-54,26,36,34
2021-3-4-0-19-55,28,38,34
2021-3-4-0-19-56,26,37,37
2021-3-4-0-19-57,26,36,37
2021-3-4-0-19-58,27,34,38
2021-3-4-0-19-59,25,35,37
2021-3-4-0-20-0,28,37,35
2021-3-4-0-20-1,28,34,33
2021-3-4-0-20-2,28,33,34
2021-3-4-0-20-3,31,34,33
2021-3-4-0-20-4,29,34,36
2021-3-4-0-20-5,29,36,34
2021-3-4-0-20-6,30,34,36
2021-3-4-0-20-7,32,36,37
2021-3-4-0-20-8,30,34,38
2021-3-4-0-20-9,31,32,36
2021-3-4-0-20-10,34,35,36
2021-3-4-0-20-11,35,33,33
2021-3-4-0-20-12,35,31,33
2021-3-4-0-20-13,37,30,31
2021-3-4-0-20-14,38,29,31
2021-3-4-0-20-15,36,30,31
2021-3-4-0-20-16,35,32,30
2021-3-4-0-20-17,33,35,30
2021-3-4-0-20-18,33,37,33
2021-3-4-0-20-19,30,37,32
2021-3-4-0-20-20,27,35,35
2021-3-4-0-20-21,30,32,38
2021-3-4-0-20-22,28,34,39
2021-3-4-0-20-23,26,36,39
2021-3-4-0-20-24,26,39,39
2021-3-4-0-20-25,24,36,38
2021-3-4-0-20-26,27,36,39
2021-3-4-0-20-27,24,37,39
2021-3-4-0-20-28,23,39,39
2021-3-4-0-20-29,24,38,41
2021-3-4-0-20-30,21,41,39
2021-3-4-0-20-31,20,43,40
2021-3-4-0-20-32,20,41,43
2021-3-4-0-20-33,19,42,41
2021-3-4-0-20-34,22,39,41
2021-3-4-0-20-35,21,37,38
2021-3-4-0-20-36,23,37,40
2021-3-4-0-20-37,23,34,41
2021-3-4-0-20-38,22,34,40
2021-3-4-0-20-39,20,32,40
2021-3-4-0-20-40,23,33,42
2021-3-4-0-20-41,22,32,40
2021-3-4-0-20-42,19,34,39
2021-3-4-0-20-43,20,34,39
2021-3-4-0-20-44,18,34,36
2021-3-4-0-20-45,16,33,37
2021-3-4-0-20-46,14,30,36
2021-3-4-0-20-47,15,28,35
2021-3-4-0-20-48,13,30,36
2021-3-4-0-20-49,13,29,38
2021-3-4-0-20-50,16,30,39
2021-3-4-0-20-51,13,28,38
2021-3-4-0-20-52,16,31,37
2021-3-4-0-20-53,15,31,36
2021-3-4-0-20-54,15,32,38
2021-3-4-0-20-55,14,32,40
2021-3-4-0-20-56,16,35,41
2021-3-4-0-20-57,17,38,43
2021-3-4-0-20-58,16,39,43
2021-3-4-0-20-59,17,36,46
2021-3-4-0-21-0,18,39,44
2021-3-4-0-21-1,21,39,43
2021-3-4-0-21-2,18,37,46
2021-3-4-0-21-3,19,38,44
2021-3-4-0-21-4,19,39,44
2021-3-4-0-21-5,17,40,44
2021-3-4-0-21-6,20,39,42
2021-3-4-0-21-7,19,36,40
2021-3-4-0-21-8,17,37,40
2021-3-4-0-21-9,18,35,42
2021-3-4-0-21-10,20,36,43
2021-3-4-0-21-11,22,38,43
2021-3-4-0-21-12,20,41,44
2021-3-4-0-21-13,23,40,43
2021-3-4-0-21-14,20,43,40
2021-3-4-0-21-15,22,46,37
2021-3-4-0-21-16,19,47,34
2021-3-4-0-21-17,22,44,36
2021-3-4-0-21-18,21,42,37
2021-3-4-0-21-19,23,42,39
2021-3-4-0-21-20,21,45,39
2021-3-4-0-21-21,18,43,38
2021-3-4-0-21-22,15,41,37
2021-3-4-0-21-23,15,40,38
2021-3-4-0-21-24,17,41,36
2021-3-4-0-21-25,16,42,37
2021-3-4-0-21-26,13,41,36
2021-3-4-0-21-27,13,42,38
2021-3-4-0-21-28,15,41,36
2021-3-4-0-21-29,16,40,37
2021-3-4-0-21-30,14,39,35
2021-3-4-0-21-31,14,41,33
2021-3-4-0-21-32,17,43,34
2021-3-4-0-21-33,17,41,32
2021-3-4-0-21-34,20,38,34
2021-3-4-0-21-35,19,39,37
2021-3-4-0-21-36,22,41,36
2021-3-4-0-21-37,24,38,33
2021-3-4-0-21-38,21,36,31
2021-3-4-0-21-39,21,34,30
2021-3-4-0-21-40,19,34,27
2021-3-4-0-21-41,17,32,26
2021-3-4-0-21-42,14,35,26
2021-3-4-0-21-43,14,32,26
2021-3-4-0-21-44,11,31,28
2021-3-4-0-21-45,13,34,27
2021-3-4-0-21-46,15,31,28
2021-3-4-0-21-47,17,32,29
2021-3-4-0-21-48,16,32,28
2021-3-4-0-21-49,17,29,31
2021-3-4-0-21-50,15,27,29
2021-3-4-0-21-51,14,29,26
2021-3-4-0-21-52,16,26,28
2021-3-4-0-21-53,17,25,30
2021-3-4-0-21-54,15,28,29
2021-3-4-0-21-55,16,26,29
2021-3-4-0-21-56,16,23,30
2021-3-4-0-21-57,13,25,33
2021-3-4-0-21-58,14,26,35
2021-3-4-0-21-59,17,28,33
2021-3-4-0-22-0,19,25,34
2021-3-4-0-22-1,17,28,32
2021-3-4-0-22-2,19,30,33
2021-3-4-0-22-3,21,30,33
2021-3-4-0-22-4,23,28,34
2021-3-4-0-22-5,26,28,36
2021-3-4-0-22-6,26,26,35
2021-3-4-0-22-7,23,28,32
2021-3-4-0-22-8,20,26,34
2021-3-4-0-22-9,18,26,37
2021-3-4-0-22-10,17,29,39
2021-3-4-0-22-11,18,26,40
2021-3-4-0-22-12,20,28,38
2021-3-4-0-22-13,17,30,36
2021-3-4-0-22-14,18,30,37
2021-3-4-0-22-15,15,29,36
2021-3-4-0-22-16,12,32,35
2021-3-4-0-22-17,15,29,33
2021-3-4-0-22-18,16,26,33
2021-3-4-0-22-19,15,25,32
2021-3-4-0-22-20,12,25,34
2021-3-4-0-22-21,11,28,35
2021-3-4-0-22-22,10,29,37
2021-3-4-0-22-23,7,28,36
2021-3-4-0-22-24,10,31,34
2021-3-4-0-22-25,10,28,32
2021-3-4-0-22-26,11,28,30
2021-3-4-0-22-27,10,25,31
2021-3-4-0-22-28,11,26,30
2021-3-4-0-22-29,14,23,30
2021-3-4-0-22-30,14,22,29
2021-3-4-0-22-31,12,24,27
2021-3-4-0-22-32,14,21,28
2021-3-4-0-22-33,17,24,29
2021-3-4-0-22-34,14,25,26
2021-3-4-0-22-35,17,23,29
2021-3-4-0-22-36,20,25,28
2021-3-4-0-22-37,19,26,27
2021-3-4-0-22-38,20,25,27
2021-3-4-0-22-39,20,23,29
2021-3-4-0-22-40,20,20,29
2021-3-4-0-22-41,22,17,30
2021-3-4-0-22-42,22,19,33
2021-3-4-0-22-43,24,19,36
2021-3-4-0-22-44,26,20,34
2021-3-4-0-22-45,25,18,35
2021-3-4-0-22-46,26,20,35
2021-3-4-0-22-47,26,22,35
2021-3-4-0-22-48,29,19,33
2021-3-4-0-22-49,29,17,32
2021-3-4-0-22-50,29,16,33
2021-3-4-0-22-51,32,16,30
2021-3-4-0-22-52,35,13,28
2021-3-4-0-22-53,37,13,27
2021-3-4-0-22-54,35,11,27
2021-3-4-0-22-55,34,12,27
2021-3-4-0-22-56,31,15,27
2021-3-4-0-22-57,32,14,29
2021-3-4-0-22-58,29,16,32
2021-3-4-0-22-59,32,14,31
2021-3-4-0-23-0,31,11,30
2021-3-4-0-23-1,32,14,28
2021-3-4-0-23-2,31,11,29
2021-3-4-0-23-3,30,8,31
2021-3-4-0-23-4,28,6,34
2021-3-4-0-23-5,29,5,34
2021-3-4-0-23-6,32,8,36
2021-3-4-0-23-7,34,11,34
2021-3-4-0-23-8,36,8,34
2021-3-4-0-23-9,36,9,33
2021-3-4-0-23-10,39,11,33
2021-3-4-0-23-11,40,9,31
2021-3-4-0-23-12,38,6,33
2021-3-4-0-23-13,36,7,30
2021-3-4-0-23-14,39,6,27
2021-3-4-0-23-15,36,7,28
2021-3-4-0-23-16,35,7,29
2021-3-4-0-23-17,33,8,27
2021-3-4-0-23-18,33,6,25
2021-3-4-0-23-19,35,4,24
2021-3-4-0-23-20,34,5,24
2021-3-4-0-23-21,32,8,27
2021-3-4-0-23-22,35,10,29
2021-3-4-0-23-23,38,7,26
2021-3-4-0-23-24,37,10,25
2021-3-4-0-23-25,36,10,26
2021-3-4-0-23-26,35,8,25
2021-3-4-0-23-27,38,8,25
2021-3-4-0-23-28,36,11,25
2021-3-4-0-23-29,35,14,26
2021-3-4-0-23-30,35,12,23
2021-3-4-0-23-31,36,12,24
2021-3-4-0-23-32,38,12,26
2021-3-4-0-23-33,39,15,29
2021-3-4-0-23-34,37,14,26
2021-3-4-0-23-35,38,13,25
2021-3-4-0-23-36,38,12,24
2021-3-4-0-23-37,41,10,23
2021-3-4-0-23-38,43,7,25
2021-3-4-0-23-39,46,4,27
2021-3-4-0-23-40,47,6,25
2021-3-4-0-23-41,46,8,28
2021-3-4-0-23-42,49,10,28
2021-3-4-0-23-43,50,9,28
2021-3-4-0-23-44,51,7,25
2021-3-4-0-23-45,53,8,27
2021-3-4-0-23-46,54,11,30
2021-3-4-0-23-47,56,13,30
2021-3-4-0-23-48,58,12,29
2021-3-4-0-23-49,59,10,28
2021-3-4-0-23-50,61,8,30
2021-3-4-0-23-51,61,6,30
2021-3-4-0-23-52,60,9,31
2021-3-4-0-23-53,61,9,32
2021-3-4-0-23-54,60,8,29
2021-3-4-0-23-55,59,9,32
2021-3-4-0-23-56,59,9,29
2021-3-4-0-23-57,61,6,32
2021-3-4-0-23-58,58,6,34
2021-3-4-0-23-59,57,4,36
2021-3-4-0-24-0,55,3,34
2021-3-4-0-24-1,55,6,32
2021-3-4-0-24-2,52,6,31
2021-3-4-0-24-3,54,7,30
2021-3-4-0-24-4,56,7,31
2021-3-4-0-24-5,53,5,31
2021-3-4-0-24-6,55,8,30
2021-3-4-0-24-7,58,10,29
2021-3-4-0-24-8,60,11,29
2021-3-4-0-24-9,58,9,30
2021-3-4-0-24-10,57,8,30
2021-3-4-0-24-11,54,6,29
2021-3-4-0-24-12,55,6,26
2021-3-4-0-24-13,56,3,25
2021-3-4-0-24-14,54,4,26
2021-3-4-0-24-15,53,3,26
2021-3-4-0-24-16,51,2,27
2021-3-4-0-24-17,52,0,26
2021-3-4-0-24-18,52,1,29
2021-3-4-0-24-19,51,0,29
2021-3-4-0-24-20,49,3,30
2021-3-4-0-24-21,50,6,30
2021-3-4-0-24-22,50,3,31
2021-3-4-0-24-23,49,6,33
2021-3-4-0-24-24,52,7,30
2021-3-4-0-24-25,53,10,28
2021-3-4-0-24-26,50,8,28
2021-3-4-0-24-27,51,11,31
2021-3-4-0-24-28,51,10,28
2021-3-4-0-24-29,54,8,30
2021-3-4-0-24-30,53,7,32
